SKILL_20150317_000001	Attack	공격
SKILL_20150317_000216	[Black Leaf Bug] กาพภาพ, ตี, ธาตุมืด, กระโดดโจมตี	[검은 잎방개] 물리, 타격, 암속성, 1타 전방 점프 공격
SKILL_20150317_000217	[Cemetery Golem]  กาพภาพ, ตี, โจมตีธาตุดิน 1 ครั้ง	[묘지골렘] 물리, 타격, 땅속성 1회 공격
SKILL_20150317_000218	[Drake] กายภาพ, เฉือน, ธาตุไฟ, โจมตี 1 ครั้ง	[드레이크] 물리, 베기, 화속성, 1회 공격
SKILL_20150317_000219	[Drake] เวทย์, เวทย์, ธาตุไฟ, โจมตีพ่นไฟ	[드레이크] 매직, 매직, 화속성, 1회 화염 뿜어내기 공격
SKILL_20150317_000220	[Big Cockatrice] กายภาพ, แทง, ธาตุไฟ, โจมตี 2 ครั้ง	[빅 코카트리스] 물리, 찌르기, 화속성, 2회 공격
SKILL_20150317_000221	[Big Cockatrice] เวทย์, แทง, ธาตุไฟ, บินไปเอาหัวโขก	[빅 코카트리스] 매직, 찌르기, 화속성, 1회 날아가며 박치기 공격
SKILL_20150317_000222	[Big Cockatrice]	[빅 코카트리스]
SKILL_20150317_000223	[Panto Shaman] โจมตีกายภาพทั่วไป	[판토 주술사] 물리 일반 타격
SKILL_20150317_000224	[Panto Shaman] โจมตีเวทย์ธาตุสายฟ้า	[판토 주술사] 매직 뇌속성 타격
SKILL_20150317_000225	[Panto Shaman] โจมตีเวทย์ธาตุสายฟ้า	[판토 주술사] 매직 뇌속성 매직
SKILL_20150317_000226	[Panto Wizard] โจมตีกายภาพทั่วไป	[판토 마법사] 물리 일반 타격
SKILL_20150317_000227	[Panto Wizard] โจมตีเวทย์ธาตุสายฟ้า	[판토 마법사] 매직 뇌속성 타격
SKILL_20150317_000228	[Panto Wizard] โจมตีเวทย์ธาตุสายฟ้า	[판토 마법사] 매직 뇌속성 매직
SKILL_20150317_000229	[Moya] กายภาพ, ตี, โจมตีธาตุสายฟ้า	[모야] 물리, 타격, 뇌속성 1회 공격
SKILL_20150317_000230	[Moyabu] กายภาพ,ตี, โจมตีธาตุสายฟ้า	[모야부] 물리, 타격, 뇌속성 1회 공격
SKILL_20150317_000231	[Bavon] กายภาพ,ตี, โจมตีธาตุสายฟ้า	[바본] 물리, 타격, 땅속성 1회 공격
SKILL_20150317_000232	[Tanu] โจมตีกายภาพธาตุไฟ	[타누] 물리 독속성 베기
SKILL_20150317_000233	[Zignuts] โจมตีกายภาพธาตุพิษ	[지그너츠] 물리 독속성 타격
SKILL_20150317_000234	[Zignuts] โจมตีกายภาพทั่วไป	[지그너츠] 물리 일반 베기
SKILL_20150317_000235	[Moglan] กายภาพ, แทง, โจมตีธาตุสายฟ้า	[모글란] 물리, 찌르기, 뇌속성 1회 공격
SKILL_20150317_000236	[Moglan] กายภาพ, แทง, หมุนโจมตีธาตุสายฟ้า 2 ครั้ง	[모글란] 물리, 찌르기, 뇌속성 회전 2회 공격
SKILL_20150317_000237	[Denden] กายภาพ,ตี, โจมตีธาตุมืด	[덴덴] 물리, 떄리기, 암속성 1회 공격
SKILL_20150317_000238	[Denden] ระยะไกล, เวทย์, ยิงธาตุมืด 1 ครั้ง	[덴덴] 원거리, 매직, 암속성 1회 포격
SKILL_20150317_000239	[Doyor] กายภาพ,ตี, โจมตีธาตุพิษ	[도요르] 물리, 타격, 독속성 1회 공격
SKILL_20150317_000240	[Doyor] เวทย์ Magic Reflect Shield	[도요르] 매직 리플렉트쉴드 매직
SKILL_20150317_000241	[Tipio] โจมตีกายภาพทั่วไป	[티피오] 물리 일반 타격
SKILL_20150317_000242	[Tipio] โจมตีเวทย์ธาตุพิษ	[티피오] 매직 독속성 매직
SKILL_20150317_000243	[Rondo] กายภาพ, แทง, โจมตีธาตุดิน	[론도] 물리, 찌르기, 땅속성 1회 공격
SKILL_20150317_000244	กายภาพ, ตี, ธาตุดิน, โจมตี	[긴팔 나무] 물리, 타격, 땅속성, 1회 공격
SKILL_20150317_000245	[Terra Imp] กายภาพ, ตี, โจมตีธาตุมืด	[테라임프] 물리, 타격, 암속성 1회 공격
SKILL_20150317_000246	[Venucelos] กายภาพ,ตี, ธาตุดิน, โจมตี	[베누켈로스] 물리, 타격, 땅속성, 1회 공격
SKILL_20150317_000247	[Venucelos] กายภาพ, ตี, ธาตุดิน, โจมตี 3 ครั้ง	[베누켈로스] 물리, 타격, 땅속성, 3회 공격
SKILL_20150317_000248	[Grave Golem] กายภาพ, ตี, ไร้ธาตุ, โจมตี	[묘지 골렘] 물리, 타격, 무속성, 1회 공격
SKILL_20150317_000249	[Grave Golem] กายภาพ, ตี, ไร้ธาตุ, โจมตีเฉือน	[묘지 골렘] 물리, 타격, 무속성, 1회 내려치기 공격
SKILL_20150317_000250	[Grave Golem] กายภาพ, ตี, ไร้ธาตุ, โจมตีมอนสเตอร์โดยรอบ	[묘지 골렘] 물리, 타격, 무속성, 몬스터 주위로 공격
SKILL_20150317_000251	[Wheelen] กายภาพ, แทง, โจมตีธาตุสายฟ้า	[휠렌] 물리, 찌르기, 뇌속성 1회 찌르기 공격
SKILL_20150317_000252	[Wheelen] กายภาพ, แทง, หมุนโจมตีธาตุสายฟ้า 2 ครั้ง	[휠렌] 물리, 찌르기, 뇌속성 회전하면서 2회 공격
SKILL_20150317_000253	[Wheelen] กายภาพ, แทง, โจมตีอย่างรุนแรงธาตุสายฟ้า	[휠렌] 물리, 찌르기, 뇌속성 1회 강한 찌르기 공격
SKILL_20150317_000254	[Rockter] กายภาพ,ตี, ไร้ธาตุ, บอดี้สแลม	[락터] 물리, 타격, 무속성, 1타 전방 몸통 박치기
SKILL_20150317_000255	[Caro] กาพภาพ, เฉือน, ธาตุพิษ, โจมตี 2 ครั้ง	[카로] 물리, 베기, 독속성, 2회 공격
SKILL_20150317_000256	[Vubbe Fighter] 1 ครั้ง , กายภาพ, ตี, ธาตุดิน	[부베 투사] 1회 , 물리, 타격, 땅속성
SKILL_20150317_000257	[Red_Kepa] กายภาพ 1 ครั้ง, ตี, ธาตุไฟ	[붉은 케파] 1회 물리,떄리기, 화속성
SKILL_20150317_000258	[Tiny] กาพภาพ, เฉือน, ธาตุสายฟ้า, โจมตี 2 ครั้ง	[티니] 물리, 베기, 뇌속성, 2회 공격
SKILL_20150317_000259	[Treeambulo] กายภาพ,ตี, ธาตุดิน, โจมตี	[트리암불로] 물리, 타격, 땅속성, 1회 공격
SKILL_20150317_000260	[Spion] กายภาพ, ตี, ธาตุพิษ, โจมตี 2 ครั้ง	[스피온] 물리, 타격, 독속성, 2회 공격
SKILL_20150317_000261	[Bat] กายภาพ, ตี, ธาตุมืด, ตีด้วยปีกสองข้าง	[박쥐] 물리, 타격, 암속성, 1타 전방 양쪽 날개로 동시에 타격
SKILL_20150317_000262	[Shredded] เวทย์, เวทย์, ธาตุมืด, ธาตุมืด	[쉬레디드] 매직, 매직, 암속성, 1타 전방 암속성 포스 날리기
SKILL_20150317_000263	[Yekubite] กายภาพ,ตี, ธาตุน้ำแข็ง, เอาหัวโขก	[에큐바이트] 물리, 타격, 수속성, 1타 전방 머리로 내려치기
SKILL_20150317_000264	[Shardstatue] กายภาพ, แทง, ธาตุสายฟ้า, ตีด้วยปีก	[샤드스태튜] 물리, 찌르기, 뇌속성, 1회 날개치기
SKILL_20150317_000265	[Cire] กายภาพ,ตี, ธาตุสายฟ้า, โจมตี	[사이어] 물리, 타격, 뇌속성, 1회 공격
SKILL_20150317_000266	[Treegool] กายภาพ,ตี, ธาตุมืด, โจมตี	[트리굴] 물리, 떄리기, 암속성, 1회 공격
SKILL_20150317_000267	[Ammon] กายภาพ, เฉือน, โจมตีธาตุดิน	[암몬] 물리, 베기, 땅속성 1회 공격
SKILL_20150317_000268	[Operor] กายภาพ, แทง, ธาตุพิษ, โจมตีแทงเหล็กในผึ้ง	[오페러] 물리, 찌르기, 독속성, 1타 벌침 찌르기 공격
SKILL_20150317_000269	[Chafperor] กายภาพ, แทง, ธาตุพิษ, แทง	[체이퍼러] 물리, 찌르기, 독속성, 1타 전방 찌르기
SKILL_20150317_000270	[Ravinelerva] ระยะไกล, เวทย์, ธาตุพิษ, โจมตี	[러바인러바] 원거리, 매직, 독속성, 1회 공격
SKILL_20150317_000271	[Vesper] กายภาพ, ตี, ธาตุมืด, ตีด้วยหาง	[베스퍼] 물리, 타격, 암속성, 1회 꼬리치기
SKILL_20150317_000272	[Karas] กายภาพ, เฉือน, ธาตุมืด, โจมตี	[카라스] 물리, 베기, 암속성, 1회 공격
SKILL_20150317_000273	[Echad] กายภาพ, ตี, ธาตุดิน, โจมตี	[에하드] 물리, 떄리기, 땅속성, 1회 공격
SKILL_20150317_000274	[Shtayim] กายภาพ, ตี, ธาตุดิน, โจมตี	[쉬타임] 물리, 떄리기, 땅속성, 1회 공격
SKILL_20150317_000275	[Tombsinker] กายภาพ, แทง, ธาตุมืด, โจมตี	[툼싱커] 물리, 찌르기, 암속성, 1회 공격
SKILL_20150317_000276	[Weaver] กายภาพ, ตี, ธาตุดิน, พ่นควัน	[위버] 물리, 떄리기, 땅속성, 1타 전방 연기 뿌리기
SKILL_20150317_000277	[Hallowventer] เวทย์, เวทย์, ธาตุมืด, โจมตี 1 ครั้ง	[할로우벤터] 매직, 매직, 암속성, 1회 공격
SKILL_20150317_000278	[Infro Rocktor] กายภาพ, ตี, ธาตุดิน, ตีมือเดียว	[인프로락터] 물리, 타격, 땅속성, 1타 전방 한손으로 타격
SKILL_20150317_000279	[Meleech] กายภาพ, เฉือน, ธาตุพิษ, โจมตี	[멜리치] 물리, 베기, 독속성, 1회 공격
SKILL_20150317_000280	[Infroburk] กายภาพ, ตี, ธาตุไฟ, โจมตี	[인프로버크] 물리, 타격, 화속성, 1회 공격
SKILL_20150317_000281	[Zolem] กายภาพ, ตี, ธาตุดิน, โจมตี	[졸렘] 물리, 타격, 땅속성, 1회 공격
SKILL_20150317_000282	[Kepa Raider] กายภาพ, ตี, ธาตุมืด, โจมตี	[케파레이더] 물리, 타격, 암속성, 1회 공격
SKILL_20150317_000283	[Mushcarfung] กายภาพ,ตี, ธาตุมืด, โจมตีลำตัว	[머슈카펑] 물리, 떄리기, 암속성, 1타 전방 몸통 공격
SKILL_20150317_000284	[Woodman] กายภาพ, เฉือน, ธาตุมืด, โจมตี	[우드맨] 물리, 베기, 암속성, 1회 공격
SKILL_20150317_000285	[Wood_Goblin] กายภาพ,ตี, ธาตุสายฟ้า, โจมตี	[우드고블린] 물리, 타격, 뇌속성, 1회 공격
SKILL_20150317_000286	[Stoneorca] กายภาพ, ตี, ธาตุน้ำแข็ง, ตีด้วยหาง	[스톤오르카] 물리, 타격, 수속성, 1타 전방 꼬리로 올려치기
SKILL_20150317_000287	[Stoneorca] เวทย์, บัฟเพิ่มบล็อก, เวทย์	[스톤오르카] 매직, 블락 상향 버프 , 매직 
SKILL_20150317_000288	[Drape] กายภาพ, แทง, โจมตีธาตุพิษ	[드레이프] 물리, 찌르기, 독속성 1회 공격
SKILL_20150317_000289	[Infro Holder] กายภาพ, ตี, ธาตุไฟ, โจมตี	[인프로홀더] 물리, 타격, 화속성, 1회 공격
SKILL_20150317_000290	[Repusbunny] กายภาพ, เฉือน, ธาตุน้ำแข็ง, โจมตี	[레푸스버니] 물리, 베기, 수속성, 1회 공격
SKILL_20150317_000291	[Armory] กายภาพ, ตี, โจมตีธาตุไฟ	[아모리] 물리, 타격, 화속성 1회 공격
SKILL_20150317_000292	[Hound] กายภาพ, แทง, โจมตีธาตุมืด	[하운드] 물리, 찌르기, 암속성 1회 공격
SKILL_20150317_000293	[Stoulet] กายภาพ, ตี, โจมตีธาตุมืด	[스타울리트] 물리, 타격, 암속성 1회 공격
SKILL_20150317_000294	[Prisonfighter] กายภาพ, เฉือน, ธาตุมืด, โจมตี	[뇌옥투사] 물리, 베기, 암속성 1회 공격
SKILL_20150317_000295	[Caro] กายภาพ, เฉือน, ธาตุพิษ, โจมตี	[카로] 물리, 베기, 독속성, 1회 공격
SKILL_20150317_000296	[Maggot] กายภาพ, ตี, ธาตุมืด, บอดี้สแลม	[마고트] 물리, 타격, 암속성, 1타 전방 몸통으로 내려치기
SKILL_20150317_000297	[Vubbe Chaser] กายภาพ, แทง, ธาตุมืด, โจมตีแทง	[부베 추격꾼] 물리, 찌르기, 암속성, 2회 찌르기 공격
SKILL_20150317_000298	[Red Meduja] เวทย์, เวทย์, ธาตุไฟ, โจมตี	[붉은 미듀쟈] 매직, 매직, 불속성, 1회 공격
SKILL_20150317_000299	[Avatar of Helgasecle] เวทย์โจมตีธาตุมืดเวทย์	[헬가세르클 분신체] 마법 암속성 매직
SKILL_20150317_000300	[Filibo] กายภาพ, ตี, โจมตีธาตุพิษ	[플리보] 물리, 타격, 독속성 1회 공격
SKILL_20150317_000301	[Ellom] กายภาพ, ตี, ธาตุสายฟ้า, โจมตีพ่นควัน	[엘룸] 물리, 타격, 뇌속성, 1회 연기 뿜기 공격
SKILL_20150317_000302	[Ellom] กายภาพ, ตี, ธาตุสายฟ้า, โจมตีตี	[엘룸] 물리, 타격, 뇌속성, 1회 내려치기 공격
SKILL_20150317_000303	[Hogma Warrior] เฉือนโจมตีกายภาพธาตุไฟ	[호그마 전사] 물리 베기 화속성 1회 공격
SKILL_20150317_000304	[Hogma Archer] โจมตี 1 ครั้งธาตุสายฟ้าแทงระยะไกล	[호그마 궁수] 원거리 찌르기 전기속성 1회 공격
SKILL_20150317_000305	[Hogma Shaman] เวทย์, เวทย์, โจมตีธาตุไฟ	[호그마 주술사] 매직, 매직, 화속성 1회 공격
SKILL_20150317_000306	[Merog Shaman] เวทย์, เวทย์, ธาตุน้ำแข็ง, โจมตี Force ระยะไกล	[메로그 주술사] 매직, 매직, 수속성, 1타 전방 원거리 포스 날리기 공격
