ITEM_20150317_000001	Empty_helmet	없음_helmet
ITEM_20150317_000251	Snake Rod	스네이크 로드
ITEM_20150317_000252	Alter Rod	알터 로드
ITEM_20150317_000253	Nald Rod	날드 로드
ITEM_20150317_000254	Elder Rod	엘더 로드
ITEM_20150317_000255	Meteor Rod	미티어 로드
ITEM_20150317_000256	Ring Rod	링 로드
ITEM_20150317_000257	Servant Rod	서번트 로드
ITEM_20150317_000258	Panto Rod	판토 로드
ITEM_20150317_000259	นักเวทได้ค้นพบความจริงจากมอนสเตอร์แห่ง เกรทแพนท์คาแทคลีม ว่าในการปรับใช้เวทขึ้นอยู่กับสถานการณ์ที่แตกต่างกัน	마법사들은 식물재앙 이후 출현한 몬스터에게서 새로운 사실들을 발견해 이용하곤 합니다.
ITEM_20150317_000260	Ice Rod	아이스 로드
ITEM_20150317_000261	มีข่าวลือเกี่ยวกับการสร้างคทานี้ ว่าหากขายมันเงินที่ได้ส่วนนึงจะไปสู่ที่หัวหน้า Cryomancer	소문에 따르면 이 지팡이의 제작서가 팔릴 때마다 크리오맨서 마스터에게 돈이 지불된다고 합니다.
ITEM_20150317_000262	Fire Rod	파이어 로드
ITEM_20150317_000263	มีแค่เฉพาะหัวหน้า Pyromancer เท่านั้นที่รู้วิธีการสร้างคทาอันนี้	여기 속하는 모든 로드에 가비야 여신의 힘을 깃들게 하는 방법을 아는 사람은 파이로맨서 마스터뿐입니다.
ITEM_20150317_000264	Vasia Rod	바시아 로드
ITEM_20150317_000265	เหล่านักบวชต่างคัดค้านการสร้างคาทาอันนี้ เนื่องจากต้องใช้วิญญาณเป็นเครื่องสังเวยในการสร้างมันขึ้นมา แต่พวกนักเวทก็เมินเฉยต่อการคัดค้านนั้น	사제들은 마법사들이 이 제조작업에서 영혼을 다루는 일을 마땅치 않게 생각하지만, 마법사들은 신경 쓰지 않습니다.
ITEM_20150317_000266	Magic Rod	매직 로드
ITEM_20150317_000267	เป็นคทาที่เหมาะกับนักเวทมือใหม่	초보 마법사도 쉽게 만들 수 있는 형태의 마법강화 로드입니다.
ITEM_20150317_000268	Grynas Rod	그리나스 로드
ITEM_20150317_000269	คทาที่เพิ่มพลังแห่งปิศาจและที่สำคัญราคาค่อนข้างแพงเสียด้วย	식물재앙후 늘어난 마족 탓에 이 로드의 수요가 커져 원래 고가인 가격이 더 높아졌습니다.
ITEM_20150317_000270	Cheminis Rod	케미니스 로드
ITEM_20150317_000271	ถึงแม้คทานี้จะมีความคล้ายกลับอาวุธชิ้นอื่นๆของครอบครัวWinterspoonแต่แท้จริงแล้วไม่เกี่ยวข้องกับครอบครัวนั้นเลย	동명의 다른 장비와 달리 이것은 윈터스푼 가문과 직접 관련이 없습니다.
ITEM_20150317_000272	Arch Rod	아크 로드
ITEM_20150317_000273	เป็นอาวุธระดับสูงของเหล่านักเวท แต่หากมีการเรียนรู้เวทระดับสูงไปกว่านี้ อาวุธชิ้นนี้ก็จะถูกแทนที่ด้วยอาวุธชิ้นอื่นเช่นกัน	더 높은 경지에 도달하고자 하는 마법사가 그 디딤돌로 자주 사용하는 장비입니다. 일단 높아진 지능으로 목적을 이루면 다른 장비를 사용하곤 합니다.
ITEM_20150317_000274	Imperni Rod	임페르니 로드
ITEM_20150317_000275	เป็นคทาที่ได้รับความนิยมจากเหล่านักเวท	개성을 추구하는 마법사들이 애용하는 장비입니다.
ITEM_20150317_000276	Aras' Long Rod	아라스의 롱 로드
ITEM_20150317_000277	นักเวทมักจะได้รับคทานี้เป็นของขวัญบ่อยๆเพราะราคาไม่แพง	적절한 가격 덕분에 마법사들 사이에 간단한 선물로 자주 교환되는 물품 가운데 하나입니다.
ITEM_20150317_000278	Smith Rod	스미스 로드
ITEM_20150317_000279	เป็นอาวุธที่ค่อนข้างแปลก และแน่นอนว่าไม่คำนึงถึงว่าใครจะเป็นผู้ใช้มัน	이 장비의 의외성은 사용자에 영향을 받지 않습니다.
ITEM_20150317_000280	Klavis Rod	클라비스 로드
ITEM_20150317_000281	คุณอาจจะเป็นนักเวทคนแรกในประวัติศาสต์ที่ใช้อาวุธชิ้นนี้	당신이 이것을 사용하는 첫 역사적 인물이 되기를 바랍니다.
ITEM_20150317_000282	Dio Rod	디오 로드
ITEM_20150317_000283	Thresh Rod	트레시 로드
ITEM_20150317_000284	Sestas Rod	세스타스 로드
ITEM_20150317_000285	Dratt Rod	드라트 로드
ITEM_20150317_000286	Aston Rod	아스턴 로드
ITEM_20150317_000287	Devi Rod	데비 로드
ITEM_20150317_000288	Prima Rod	프리마 로드
ITEM_20150317_000289	Temere	테메레
ITEM_20150317_000290	เป็นคทาที่มีชื่อเล่นว่าไม้เท้าของเพเที่ยน ในตำนานกล่าวว่าอาเกล่าเป็นนักเวทที่ดีที่สุดประวัติศาสต์เพราะคทานี้ได้ช่วยสอนนักเวทหลายๆคน	이 로드의 별칭은 인내의 지팡이입니다. 전설에 따르면 역사상 최고의 마법사인 아가일라 플러리가 제자들을 지도하기 위해 고안했다고 합니다. 
ITEM_20150317_000291	Ignition	이그니션
ITEM_20150317_000292	แม้ว่า Pyromancer จะค้นคว้าหนทางแก้ไขข้อเสียของคทาอันนี้เท่าไร ก็ยิ่งห่างไกลความสำเร็จออกไปเรื่อยๆ	파이로맨서 마스터는 이 지팡이의 상충되는 부분을 완화하고자 노력중이지만, 아직 진전은 없다고 합니다.
ITEM_20150317_000293	Secretum	세크레툼
ITEM_20150317_000294	เป็นอาวุธที่สร้างขึ้นมาสำหรับนักเวทโดยเแพาะ ดังนั้นนักเวทมักมองข้ามข้อบกพร่องอื่นๆของอาวุธชิ้นนี้ไป	마법사를 위한 마법사만의 장비입니다. 따라서 마법사들은 이 지팡이의 단점은 보통 무시합니다.
ITEM_20150317_000295	Deathweaver Rod	데스위버 로드
ITEM_20150317_000296	เป็นคทาที่เกี่ยวข้องกับพลังของเดธวิเวอร์	데스위버의 힘이 담긴 장비입니다.
ITEM_20150317_000297	Chapparition Rod	채퍼리션 로드
ITEM_20150317_000298	Zaima	자이마
ITEM_20150317_000299	มีข่าวลือว่าอาวุธชิ้นนี้มีราคาสูง เพราะว่าหัวหน้า Cryomancer ปั่นราคา	이 로드의 제작서 가격이 비싼 이유는 크리오맨서 마스터의 강력한 요구에 따른 것이라고 합니다.
ITEM_20150317_000300	Epos	에포스
ITEM_20150317_000301	คทาอันนี้ถูกสร้างขึ้นมาเป็นเวลานาน เรียกได้ว่าในยุคนั้นมันคือสุดยอดอาวุธเวทมนตร์ แต่สำหรับปัจุบันมันอาจจะดูธรรมดาๆ ไปหน่อย	오래 전 당시 최고의 마법학이 동원되어 만들어진 지팡이입니다. 따라서 이 장비에 뭔가를 더하는 일은 현재 기술로도 불가능합니다. 
ITEM_20150317_000302	Twinkle Rod	반짝 로드
ITEM_20150317_000303	A twinkling star is always visible	언제나 빛나는 별을 볼 수 있습니다.
ITEM_20150317_000304	Empty_weapon_THBow	없음_weapon_THBow
ITEM_20150317_000305	Crude Light Bow	조악한 라이트 보우
ITEM_20150317_000306	Bow [Pierce]	활[찌르기]
ITEM_20150317_000307	เป็นอาวุธที่ใช้งานได้ง่าย และสามารถสร้างขึ้นมาได้ด้วยตนเอง	가내에서도 만들 수 있는 가장 간단한 활입니다.
ITEM_20150317_000308	Light Bow	라이트 보우
ITEM_20150317_000309	เป็นอาวุธที่ถูกสร้างด้วยฝีมือของคนจากราชอาณาจักร	귀족령 및 여러 곳에서 많은 사람들이 제조하여 사용합니다.
ITEM_20150317_000310	Low Short Bow	로우 숏 보우
ITEM_20150317_000311	เป็นธนูที่เหมาะกับนักธนูมือใหม่ แต่นักธนูที่เก่งๆหลายคนก็ยังชอบที่จะให้มันเป็นอาวุธคู่กายอยู่	입문용이지만 능숙해진 후에도 사용을 고집하는 궁수도 있습니다.
ITEM_20150317_000312	Low Long Bow	로우 롱 보우
ITEM_20150317_000313	หากเกิดสถานการณ์ตัดสินความเป็นความตาย ในระยะการยิงหวังผลธนูคันนี้เป็นตัวเลือกที่ดีทีเดียว	작은 거리가 생사를 가를 때가 있습니다. 조금 더 긴 사정거리를 원한다면 롱보우도 좋은 선택입니다.
ITEM_20150317_000314	Composite Bow	컴포지트 보우
ITEM_20150317_000315	ธนูคันนี้สร้างจากวัตถุดิบชั้นดี ทำให้คันธนูมีความยืดหยุ่นสูง	많은 재료를 적용하여 탄성을 강화시킨 활입니다.
ITEM_20150317_000316	Self Bow	셀프 보우
ITEM_20150317_000317	อาวุธชิ้นนี้เป็นสัญลักษณ์แห่งความแข็งแกร่ง แต่พวกนักธนูเหมือนจะไม่ยอมรับในสิ่งนี้	스스로 뼈를 깎는 수련을 다짐하는 궁사의 자세를 의미합니다.
ITEM_20150317_000318	Rokas Bow	로카스 보우
ITEM_20150317_000319	ชื่อของธนูคันนี้สันนิฐานว่ามีที่มาจากชื่อของผู้ที่สร้างมันขึ้นมา	이 활을 처음으로 고안한 사람의 출신지를 따라 명칭이 붙은 것으로 추측됩니다.
