ITEM_20150317_000001	Empty_helmet
ITEM_20150317_000376	เป็นอาวุธที่มีขั้นตอนในการสร้างยุ่งยากมาก แต่ว่ามันก็คุ้มค่าที่จะสร้างมันขึ้นมาให้งาน
ITEM_20150317_000377	Aras' Short Bow
ITEM_20150317_000378	คนที่ซื้อใช้ส่วนใหญ่มักจะหลงใหลในธนูเวทมนตร์คันนี้
ITEM_20150317_000379	Pulley Bow
ITEM_20150317_000380	Smith Bow
ITEM_20150317_000381	ถ้าไม่มีธนูคันอื่นที่ต้องการซื้อแล้วละก็ ถือว่าธนูคันนี้ก็พอใช้ได้ในระดับหนึ่ง
ITEM_20150317_000382	Klavis Bow
ITEM_20150317_000383	นอกเหนือจากการเป็นธนูเวทมนตร์แล้ว องค์ประกอบอื่นๆของธนูคันนี้ถือว่าธรรมดา แต่ก็ขึ้นอยู่กับตัวผู้ใช้ว่าจะดึงศักยภาพของมันออกมาได้มากน้อยแค่ไหน
ITEM_20150317_000384	Dio Bow
ITEM_20150317_000385	Thresh Bow
ITEM_20150317_000386	Sestas Bow
ITEM_20150317_000387	Dratt Bow
ITEM_20150317_000388	Aston Bow
ITEM_20150317_000389	Devi Bow
ITEM_20150317_000390	Prima Bow
ITEM_20150317_000391	Wildling Bane
ITEM_20150317_000392	ธนูคันนี้เหล่านักธนูไม่นิยมใช้กันเท่าไหร่นัก ซึ่งหากลองใช้จะรู้ว่ามันก็สามารถใช้งานได้ดีทีเดียวนะ
ITEM_20150317_000393	Equalizer
ITEM_20150317_000394	เป็นอาวุธที่สุดแสนภาคภูมิใจของนักธนู เพราะธนูคันนี้เป็นอาวุธที่สมบรูณ์แบบของนักธนูเลยทีเดียว
ITEM_20150317_000395	Heart Seeker
ITEM_20150317_000396	ธนูคันนี้มีคำสาปกำกับไว้ มันจะส่งผลร้ายทั้งต่อตัวผู้ใช้และศัตรู โดยไม่แยกแยะฝ่าย
ITEM_20150317_000397	Viper
ITEM_20150317_000398	ธนูเคลือบพิษ หากผู้ใช้รู้จักวิธีการใช้งานอย่างถูกต้อง มันจะแสดงศักยภาพการโจมตีออกมาได้เป็นอย่างดี
ITEM_20150317_000399	Deathweaver Bow
ITEM_20150317_000400	ธนูคันนี้จะส่งศัตรูที่ขวางหน้าคุณ ไปสู่ดินแดนแห่งความตาย
ITEM_20150317_000401	Chapparition Bow
ITEM_20150317_000402	มีข้อความสลักไว้ว่า จงใช้พลังทั้งหมดจากไหล่ดึงคันศรและปล่อยลูกธนูออกไปเพื่อปลิดชีพของศัตรู
ITEM_20150317_000403	Blood Gain
ITEM_20150317_000404	ธนูที่สร้างจาก ลิเดีย ชาร์ฟเฟ่น เธอใช้ธนูคันนี้เคียงข้างกายมาตลอดชีวิตและเธอปกปิดวิธีการสร้างธนูคันนี้กับ แอสทรัล ทาวเวอร์และชาฟเฟนสตาร์ สองหน่วยงานที่เธอเป็นคนก่อตั้งขึ้นมา
ITEM_20150317_000405	Tempest Shooter
ITEM_20150317_000406	ธนูคันนี้ที่ถูกออกแบบและพัฒนามาอย่างดีจากผู้เชี่ยวชาญ เป็นอีกหนึ่งผลงานที่ผู้สร้างหวังว่ามันจะมีประสิทธิภาพที่ดีตอบสนองความต้องการของผู้ใช้
ITEM_20150317_000407	Empty_weapon_Bow
ITEM_20150317_000408	Row Light Crossbow
ITEM_20150317_000409	Crossbow [Pierce]
ITEM_20150317_000410	ธนูคันนี้ยิ่งใช้จะยิ่งเพิ่มพูนความสามารถในการต่อสู้
ITEM_20150317_000411	Row Crossbow
ITEM_20150317_000412	หน้าไม้ที่สร้างขึ้นมาจากชิ้นส่วนต่างๆ ของมอนสเตอร์
ITEM_20150317_000413	Dokyu
ITEM_20150317_000414	เป็นอาวุธที่ผู้ใช้ทำการรีโหลดได้ง่าย
ITEM_20150317_000415	Quarrel Bow
ITEM_20150317_000416	เป็นหน้าไม้ที่อาจารย์ใช้ประกอบการฝึกสอนนักธนูหน้าใหม่
ITEM_20150317_000417	Oak Crossbow
ITEM_20150317_000418	เป็นอาวุธที่ทำมาจากไม้หายากชนิดหนึ่ง
ITEM_20150317_000419	Seal Crossbow
ITEM_20150317_000420	บางครั้งกระดูกของมอนสเตอร์ที่ถูกสาปก็ถูกผนึกมากับธนูคันนี้ด้วย
ITEM_20150317_000421	Catapult
ITEM_20150317_000422	อาวุธชิ้นนี้เรียกได้ว่าเป็นผลงานการค้นคว้าที่สำคัญ เพราะมีประวัติการค้นคว้าและปรับปรุงมาเป็นระยะเวลาอันยาวนาน
ITEM_20150317_000423	Cranequin
ITEM_20150317_000424	หน้าไม้ที่มีกลไกช่วยให้ผู้ที่เริ่มต้นใช้มันสามารถใช้งานได้ง่าย เมื่อผู้ใช้คุ้นเคยกับมันแล้วอาจจะได้รับพลังวิเศษจากมันด้วยก็เป็นได้
ITEM_20150317_000425	Crude Oak Crossbow
ITEM_20150317_000426	Crude Seal Crossbow
ITEM_20150317_000427	Sniper Crossbow
ITEM_20150317_000428	พลังของครอสโบว์นั้นอาจจะมีพลังไม่มากพอหากใช้โดย แอสแซสซิน อิโวนิฟอน
ITEM_20150317_000429	Light Crossbow
ITEM_20150317_000430	Heavy Light Crossbow
ITEM_20150317_000431	Crossbow
ITEM_20150317_000432	Heavy Dokyu
ITEM_20150317_000433	Heavy Quarrel Bow
ITEM_20150317_000434	Heavy Oak Crossbow
ITEM_20150317_000435	Dunkel Quarrel Bow
ITEM_20150317_000436	Dunkel Cranequin
ITEM_20150317_000437	Dunkel Crossbow
ITEM_20150317_000438	Dunkel Dokyu
ITEM_20150317_000439	Dunkel Oak Crossbow
ITEM_20150317_000440	Arbalest
ITEM_20150317_000441	Fedimian Turret
ITEM_20150317_000442	Bullet Shooter
ITEM_20150317_000443	Black Tip Bow
ITEM_20150317_000444	Spiked Crossbow
ITEM_20150317_000445	Windlass
ITEM_20150317_000446	Heavy Crossbow
ITEM_20150317_000447	ถึงแม้จะมีน้ำหนักมาก แต่เพราะมันมีพลังเวทมนตร์จึงพอจะชดเชยกันได้
ITEM_20150317_000448	Wide Crossbow
ITEM_20150317_000449	สำหรับคนที่ต้องการความแม่นยำบอกได้เลยว่าครอสโบว์อันนี้สามารถช่วยวัดระยะความแม่นยำได้ดี
ITEM_20150317_000450	Grand Cross
ITEM_20150317_000451	ธนูที่เหล่านักธนูโปรดปรานเพราะมันมีคุณภาพสูงและลดข้อด้อยบางอย่างออกไป
ITEM_20150317_000452	Cheminis Crossbow
ITEM_20150317_000453	อาวุธที่มีพื้นฐานของธาตุต่างๆและเป็นที่นิยมมากในสมัยก่อน
ITEM_20150317_000454	Medina Crossbow
ITEM_20150317_000455	เป็นธนูที่มีลักษณะพิเศษเพียบพร้อมทุกอย่างเหมาะที่ไว้ใช้สังหารศัตรู
ITEM_20150317_000456	Regina Crossbow
ITEM_20150317_000457	หากใช้ชื่ออาวุธชิ้นนี้ว่า ลอร์ด ออฟ ครอสโบว์นั้นดูเหมือนว่าจะไม่เหมาะสมจึงเปลี่ยนเป็นชื่อของราชินีแทน
ITEM_20150317_000458	Chaser
ITEM_20150317_000459	นักธนูมักใช้มันในพื้นที่ที่วิสัยทัศต่ำหรือลมแรง
ITEM_20150317_000460	Imperni Crossbow
ITEM_20150317_000461	ลือกันว่าในตลาดมืดนั้นขายราคาแพงมาก และยากต่อการซ่อมบำรุงอีกด้วย
ITEM_20150317_000462	Grave Crossbow
ITEM_20150317_000463	เป็นธนูอีกหนึ่งชิ้นที่อยากแนะนำให้ใช้ถ้าคุณต้องการจัดการเป้าหมายให้หลับ
ITEM_20150317_000464	Smith Crossbow
ITEM_20150317_000465	เป็นธนูที่สร้างความเสียหายได้อย่างดีในทุกๆครั้งที่คุณเหนี่ยวคันศร
