QUEST_LV_0100_20150317_000001	Sentinel	Sentinel
QUEST_LV_0100_20150317_000117	"However, if you defeat the troublesome monsters around this area, I'll think about it."	อย่างไรก็ตาม แต่ถ้าคุณกำจัดพวกมอนสเตอร์แถวนี้ได้ล่ะก็ ฉันจะลองคิดดูอีกที
QUEST_LV_0100_20150317_000118	"}Isn't it better to use the cable car rather than getting injured passing through the monsters? {nl}Of course, this is if you can ride the cable car."	}มันจะไม่ดีกว่าเหรอที่จะใช้รถรางแทนที่จะไปสู้กับพวกมอนสเตอร์ให้เจ็บตัว {nl} แต่มันก็แน่นอนล่ะนะ ถ้าคุณสามารถใช้รถรางได้น่ะ
QUEST_LV_0100_20150317_000119	Much better than I expected.{nl}I want to propose a deal to you.	นี่มันดีกว่าที่ฉันคิดไว้ซะอีก {nl} ฉันต้องการยื่นข้อเสนอให้กับคุณ
QUEST_LV_0100_20150317_000120	I'll let you keep using the cable car if you destroy the strange seal at Nutoles Cliff.{nl}The monsters seem to be increasing in numbers because of that seal.	ฉันจะปล่อยให้คุณใช้รถรางก็ได้ ถ้าคุณจัดการกับผนึกประหลาดที่ Nutoles Cliff ให้ฉัน {nl} เหมือนว่าจำนวนของมอนสเตอร์จะเพิ่มขึ้นเป็นเพราะผนึกนั่น
QUEST_LV_0100_20150317_000121	"As promised, you can use the cable car as much as you want.{nl}Just tell William over there or Cyneburg on the other side that I gave my permission."	ตามที่สัญญา คุณใช้รถรางได้เท่าที่คุณอยากใช้เลย {nl} แค่บอกคนที่ชื่อ William ที่อยู่ตรงนั้น หรือ Cyneburg ที่อยู่อีกฝั่งว่าฉันเป็นคนอนุญาต
QUEST_LV_0100_20150317_000122	"That barrier... Hmm. When exactly did it form?{nl}I know it has been there for quite some time now, but I can't remember for how long exactly."	นั่นมันบาเรียนี่...หืม มันมีตั้งแต่เมื่อไหร่กัน {nl ฉันว่าฉันจำได้ละว่ามันมีมาสักพักแล้ว แต่ฉันจำไม่ได้ว่ามันมีมานานขนาดไหนกัน
QUEST_LV_0100_20150317_000123	I am certain that barrier was responsible for the increasing number of monsters lately.{nl}	ฉันค่อนข้างจะแน่ใจว่าบาเรียนั่นมันทำให้จำนวนของมอนสเตอร์เพิ่มมากขึ้นเรื่อยๆ
QUEST_LV_0100_20150317_000124	We don't have many soldiers guarding this area.{nl}Who in their right mind would come here in this day and age?{nl}	เราไม่มีทหารคุ้มกันบริเวณนี้มากเท่าไหร่ {nl}แต่เดี๋ยวก็มีคนที่คุณก็รู้ว่าใครจะมาที่นี่แล้วล่ะ
QUEST_LV_0100_20150317_000125	Rolandas Jonas	Rolandas Jonas
QUEST_LV_0100_20150317_000126	No one knows what the Great King Zachariel tried to protect.{nl}And I'm sure that we're not the only ones who want to solve that mystery.	ไม่มีใครรู้เลยว่า Great King Zachariel พยายามที่จะปกป้องอะไรอยู่ {nl} และฉันค่อนข้างมั่นใจว่าพวเราไม่ใช่พวกเดียวที่ต้องการจะรู้เรื่องความลับนั้น
QUEST_LV_0100_20150317_000127	"Hurry, use the Great King's Key to release the seals.{nl}You should know what to do next afterwards."	เร็วเข้า ใช้กุญแจของ Great King เพื่อปลดผนึกมัน {nl} คุณควรจะรู้ว่าต้องทำอะไรต่อ
QUEST_LV_0100_20150317_000128	"I found Airine, but I don't know how to rescue her.{nl}She is imprisoned in Rodoma 2nd Ruins, I can't rescue her myself..."	ฉันเจอกับ Airine แต่ฉันไม่รู้ว่าต้องช่วยเธออย่างไร {nl} เธอถูกกังขังอยู่ใน Rodoma 2nd Ruins ฉันเองคนเดียวคงไม่สามารถช่วยเธอได้
QUEST_LV_0100_20150317_000129	Assistant Airine	Assistant Airine
QUEST_LV_0100_20150317_000130	I can't move because of the barrier.{nl}Please break the three barriers in Rodoma Ruins.	ฉันไปไหนไม่ได้ก็เพราะบาเรีย {nl} ได้โปรดช่วยทำลายบาเรียทั้ง 3 ที่ Rodoma Ruins ด้วยเถอะนะ
QUEST_LV_0100_20150317_000131	"Are you not done yet? Ah, geez..."	คุณยังจัดการไม่เรียบร้อยเหรอ...
QUEST_LV_0100_20150317_000132	"I didn't expect that I would be taken into this kind of thing.{nl}Oh, the mess I caused from chasing that boy."	ฉันก็ไม่ได้คิดหรอกว่าฉันจะเจออะไรอย่างนี้ {nl} โอ้ว หรือว่านี่เป็นเรื่องยุ่งเหยิงที่เกิดจากการที่ฉันไล่เด็กผู้ชายคนนั้นไป
QUEST_LV_0100_20150317_000133	Mercenary Glen	Mercenary Glen
QUEST_LV_0100_20150317_000134	So many researchers are disappearing these days.{nl}I'm trying to find clues by defeating some Sauga. Can you help us?	มีนักวิจัยมากมายกำลังหายตัวไปในหลายวันมานี้ {nl} ฉันพยายามที่จะหาเบาะแสะโดยการเอาชนะ Sauga คุณจะช่วยพวกเราได้ไหม
QUEST_LV_0100_20150317_000135	The Saugas split their loot fairly among themselves.{nl}Maybe we can find some clues from them.	Saugas แยกร่างออกมาจากตัวมันเองมากมาย {nl} บางทีพวกเราอาจจะหาเบาะแสจากพวกนั้นได้
QUEST_LV_0100_20150317_000136	Fortunately they are very old.{nl}So that means these cases are not due to monsters.	โชคดีนะที่พวกมันค่อนข้างแก่กันแล้ว{nl} นั่นหมายความว่า มันไม่ได้เกิดจากมอนสเตอร์เหล่านั้น
QUEST_LV_0100_20150317_000137	"This place is very dangerous; many have gone missing due to monsters or missteps.{nl}However, that is not what interests me.{nl}"	สถานที่แห่งนี้มันอันตรายมาก มีผู้คนมากมายที่เข้าไปแล้วไม่ได้กลับออกมาอีก {nl} ถึงอย่างนั้นก็เถอะ มันก็ไม่ได้น่าสนใจสำหรับฉันเท่าไหร่ {nl}
QUEST_LV_0100_20150317_000138	"When those people disappeared, no one close to them noticed.{nl}It's as if memories about those who disappeared are erased. Interesting, isn't it?{nl}"	เมื่อคนเหล่านั้นหายไป กลับไม่มีคนรอบข้างรู้เรื่องเลย {nl} มันเหมือนกับว่าความทรงจำของพวกเขาที่เกี่ยวข้องถูกลบออกไป เป็นยังไง มันไม่น่าสนใจเหรอ{nl}
QUEST_LV_0100_20150317_000139	Please defeat all monsters nearby to prevent anything from happening.{nl}There were reports that the monsters at the 1st Architects' Site had turned violent.	ได้โปรดช่วยกำจัดมอนสเตอร์บริเวณใกล้ๆ เพื่อป้องกันอันตรายที่จะเกิดขึ้นด้วย {nl} มีรายงานว่ามีมอนสเตอร์แถว Architects' Site ที่ 1 ว่ามันเกิดการดุร้ายขึ้น
